t_s,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,v_forward_mps,mean_slip,mean_wheel_torque_nm,power_w,energy_j,contact_count
0.002,-1.703728208657444,-1.1651048609403078e-22,-0.031649222994284645,2.1471526669629226e-18,-5.000000000000001,-7.121036901835429e-20,-0.0017099956727089933,1.7099956727090015,0.0,0.0,0.0,0
0.05000000000000003,-1.703728208657444,-1.880977071661526e-20,-0.044362982994284636,2.5885131587469895e-16,-5.000000000000001,-8.59469055585243e-18,-0.04274989181772632,42.74989181772636,0.0,0.0,0.0,0
0.10000000000000007,-1.703728208657444,1.117029878484709e-20,-0.08164098299428456,-3.1650320649451994e-16,-5.000000000000001,1.9105121995754995e-17,-0.08549978363545245,85.49978363545242,0.0,0.0,0.0,4
0.1500000000000001,-1.7087175947115196,1.9213745510404014e-06,-0.08425091755474406,0.0004788817835876947,-4.999204939486514,0.0017230421634509233,-0.12385302226607647,-0.006555374115184108,0.0,0.0,0.0,17
0.20000000000000015,-1.7159643033392395,2.3220196932381286e-06,-0.08488482127227621,0.001733660248848809,-4.999057384542157,-0.00886567238861888,-0.165209769362013,-0.0006038412818288616,0.0,0.0,0.0,14
0.25000000000000017,-1.7252599859057172,1.6100849755458214e-05,-0.08569907685171624,0.0005126293550226456,-5.000498467989375,-0.01268295370473284,-0.20634948368810987,0.001471862249548046,0.0,0.0,0.0,18
0.3000000000000002,-1.7365968321987628,1.9428122843749314e-05,-0.08669469443978235,0.0021550192229287815,-5.001349408339116,-0.018552641800975486,-0.24738311926825624,0.0016899419322006129,0.0,0.0,0.0,18
0.35000000000000026,-1.7499806116502516,3.60398160693805e-05,-0.0878633209941216,-0.00044206091604448986,-5.0004516986472085,-0.013149194150393463,-0.2882920117996912,-0.0025004731478465362,0.0,0.0,0.0,16
0.4000000000000003,-1.7654002940983904,4.333021316986725e-05,-0.08920862286444725,0.0003671468787693263,-5.00140161489788,-0.004130156998448296,-0.3293377387348167,0.002637358992002528,0.0,0.0,0.0,14
0.45000000000000034,-1.7828634863170982,5.018129901509758e-05,-0.09073817525226237,0.0020977660704374185,-4.9981378903912255,-0.01688445653698924,-0.3701581909431157,-0.0046800059045193,0.0,0.0,0.0,12
0.5000000000000003,-1.8023658989069826,6.828671296162307e-05,-0.09244238150164828,0.004236524947983113,-5.000107466746326,-0.01549973039748529,-0.41119660638215716,0.001732650580836013,0.0,0.0,0.0,16
0.5500000000000004,-1.8235868064984857,8.58776246117126e-05,-0.09430422858104999,0.0035050713171670272,-4.997566961378993,-0.004521582075222779,-0.4330538500418755,-0.00045977279263332286,0.028800000000000225,1.109137776136781,0.027503001384523645,15
0.6000000000000004,-1.8447888534423174,9.610641841273968e-05,-0.09615627333065896,0.0013839643512909845,-5.000285214234444,-0.0022929897653243643,-0.4118947757713553,8.110060583012209e-05,0.05880000000000025,2.152662157282536,0.11120119668510231,15
0.6500000000000005,-1.863829986982827,0.00010215458987973493,-0.0978210789175945,0.0009576903581316995,-5.000227567363973,-0.0037621462442994774,-0.34798664139704766,0.001256155219733605,0.08880000000000028,2.743332137446508,0.2367663367169447,16
0.7000000000000005,-1.878562562156487,0.0001121864905866449,-0.09910854778972224,0.0020268196930168032,-4.999275423100074,-0.004207571861853757,-0.24062914509746344,0.0012029705306091747,0.1188000000000003,2.5380710352411517,0.37254476450430074,18
0.7500000000000006,-1.887675175889687,-0.0002138650570620111,-0.1003536878264961,0.2756913172427951,-5.469473445140639,-0.014956933094486405,-0.14077136718037095,0.6977379073839949,0.1329665774342793,3.287536638596345,0.4812362665241554,12
0.8000000000000006,-1.892857503148327,0.0003847648386543874,-0.10103154118688046,0.06558584110242162,-5.688666545428995,-0.5881217478153412,-0.06770439420223075,1.2931964010555181,0.12681316803005377,4.064905691221264,0.6036688841567285,13
0.8500000000000006,-1.8926135433994402,0.0008212744056049388,-0.10132255973414395,0.12222579502826729,-5.765111291875759,-0.2555546861448689,0.07213662947162125,0.4554151406521806,0.1762197996855297,3.477127244535804,0.7636509666817516,16
0.9000000000000007,-1.8867270370446627,0.001431030374740155,-0.10035959037178456,0.1478837543303476,-5.432393071304982,0.15323506482980534,0.17029129256596906,0.31487427148736613,0.15407325142679207,3.469466366940998,0.8891920670615618,12
0.9500000000000007,-1.8738417423651352,0.0017767682825732035,-0.098597955524566,-0.006503648818657265,-5.046318512423124,0.048679202484832096,0.3503701291422503,0.15334977773681746,0.18436770099249083,6.638748079473697,1.1952753662618725,8
1.0000000000000007,-1.8511355969672059,0.0018027173650849084,-0.09669976356208093,-0.004926861734041888,-4.999437842845944,0.05286501293311796,0.5317914905657352,0.0011557208313065157,0.1056242350057022,4.998659827574572,1.5001015319696307,8
1.0500000000000007,-1.8225555870104544,0.0018408664069689141,-0.09420023395616602,-0.004967251688699617,-5.000640137292571,0.05079933730876225,0.600653171583482,0.002671642838873666,0.05387902770481719,2.884343608014777,1.6893701314355298,12
1.1000000000000008,-1.7919310657977132,0.0018731822415829688,-0.09151920174666399,-0.004715228715480646,-5.000229138976012,0.05332272707087861,0.6238440453021367,0.0013875526411334521,0.03725108935430026,2.068541338327935,1.8105869131769592,14
1.1500000000000008,-1.7606117802658123,0.0019024901005738715,-0.08877905880538464,-0.0033207037969843357,-4.999074725487131,0.04951547986800696,0.6318479846733573,0.00020142265260249736,0.031867197438050845,1.790002869780181,1.9059087936080128,14
1.2000000000000008,-1.7290590422547583,0.001927927065721214,-0.08601736861557577,-0.002341719966030593,-5.0004047278999515,0.046690946939131284,0.634461946520057,0.0013878342611703706,0.029374613137412756,1.6589086345636241,1.9921008235766462,19
1.2500000000000009,-1.6974243060624936,0.0019700223801739298,-0.08325211757233267,-0.0033700541435334685,-4.999591012584154,0.03514647712350728,0.6354908475405605,0.00010586859473602686,0.029215719360390524,1.6504891408754,2.0752044175548554,18
1.300000000000001,-1.665755535545105,0.0020052027919230182,-0.0804825268873369,-0.00182776273748405,-4.999120510095272,0.028274138455088152,0.6360429177492953,-0.0011716549639101345,0.029408467614456035,1.6607250300441465,2.1569573193533724,16
1.350000000000001,-1.6340662850591523,0.0020369896658967023,-0.07770938522493953,-0.001533758110490997,-4.999737145625311,0.02129950634560543,0.636339743891609,-0.0002356584719876622,0.028747846716371886,1.6256735795473376,2.2378260542742505,21
1.400000000000001,-1.6023646788747241,0.0020699102903987644,-0.07493554561414507,-0.001113512056275033,-4.999441082428405,0.021452967094491453,0.6365516720813588,-0.0002267359343727639,0.028586316430796108,1.617071676435569,2.3182544787042008,22
1.450000000000001,-1.570656948201193,0.002102522187905991,-0.0721627285824467,-0.0012458520772959244,-4.9991242494441375,0.021785042559723647,0.6366212666037522,0.00021239645926967197,0.028328468146077826,1.6034054640789603,2.398464561639217,22
